timestamp,roll,pitch,yaw
1525807159844497,0.168879,-0.497603,0.462546
1525807159863528,0.179579,-0.49464,0.461452
1525807159881496,0.184312,-0.493086,0.459362
1525807159901512,0.185202,-0.491296,0.457125
1525807159923581,0.19293,-0.488265,0.45402
1525807159941554,0.192981,-0.484232,0.451173
1525807159961549,0.186601,-0.483681,0.453933
1525807159983566,0.178608,-0.489704,0.462189
1525807160001550,0.178742,-0.492776,0.4634
1525807160021578,0.175346,-0.495611,0.461366
1525807160043565,0.165567,-0.498798,0.460555
1525807160061549,0.158928,-0.500309,0.46405
1525807160084565,0.161409,-0.500038,0.466637
1525807160103617,0.171691,-0.499146,0.465403
1525807160121558,0.175066,-0.498123,0.462374
1525807160141564,0.174711,-0.495615,0.460732
1525807160163563,0.180693,-0.493451,0.459394
1525807160181550,0.181443,-0.491061,0.457718
1525807160201581,0.176678,-0.488999,0.460604
1525807160223586,0.164707,-0.495598,0.470491
1525807160241559,0.160945,-0.500164,0.472195
1525807160261663,0.159645,-0.503329,0.47139
1525807160283644,0.155185,-0.506739,0.4706
1525807160301627,0.151099,-0.508605,0.473924
1525807160321695,0.152464,-0.507872,0.475431
1525807160339659,0.159382,-0.506986,0.474692
1525807160361668,0.161049,-0.505623,0.471172
1525807160381701,0.159028,-0.502425,0.468819
1525807160403685,0.166489,-0.49889,0.467655
1525807160421679,0.175929,-0.495488,0.463962
1525807160441735,0.17253,-0.489851,0.464114
1525807160463735,0.154157,-0.494538,0.473138
1525807160481668,0.146128,-0.500432,0.476655
1525807160501683,0.150062,-0.502554,0.476201
1525807160523735,0.151052,-0.505138,0.475158
1525807160541670,0.150036,-0.50711,0.476414
1525807160561701,0.152219,-0.506322,0.476826
1525807160579684,0.158679,-0.504731,0.474755
1525807160601689,0.160133,-0.502306,0.471437
1525807160621700,0.164183,-0.498602,0.468866
1525807160643701,0.172277,-0.494374,0.465483
1525807160661674,0.172525,-0.491156,0.462393
1525807160681700,0.166333,-0.48862,0.463885
1525807160699710,0.158531,-0.494491,0.471189
1525807160726734,0.155781,-0.497884,0.470878
1525807160741700,0.157592,-0.499675,0.467515
1525807160763683,0.157667,-0.5024,0.466424
1525807160781680,0.154416,-0.50253,0.46784
1525807160801785,0.15654,-0.501042,0.468025
1525807160819753,0.160361,-0.499258,0.466754
1525807160841722,0.159093,-0.495418,0.464663
1525807160861791,0.165373,-0.491506,0.463139
1525807160883793,0.173277,-0.488585,0.459305
1525807160901793,0.169547,-0.48187,0.457846
1525807160922825,0.155545,-0.487139,0.467462
1525807160943892,0.149866,-0.493684,0.472196
1525807160961827,0.146767,-0.49676,0.471303
1525807160982824,0.139082,-0.500313,0.469058
1525807161003872,0.136141,-0.503661,0.471708
1525807161021824,0.138947,-0.504153,0.475861
1525807161042865,0.143594,-0.503645,0.476576
1525807161059880,0.14587,-0.503193,0.475626
1525807161081865,0.147682,-0.501229,0.474826
1525807161101880,0.155914,-0.499049,0.472521
1525807161124898,0.156318,-0.495964,0.469194
1525807161140865,0.148533,-0.496196,0.473257
1525807161161866,0.142187,-0.501733,0.48047
1525807161185883,0.143145,-0.503311,0.478786
1525807161200869,0.145814,-0.5046,0.475621
1525807161221864,0.145288,-0.506319,0.474029
1525807161238881,0.142781,-0.506122,0.474399
1525807161260866,0.145765,-0.504584,0.473674
1525807161281897,0.153588,-0.501491,0.472222
1525807161297866,0.163109,-0.499172,0.469477
1525807161320868,0.164649,-0.495962,0.4649
1525807161343897,0.156585,-0.497261,0.468611
1525807161357874,0.149089,-0.501747,0.475003
1525807161380868,0.150065,-0.503525,0.474755
1525807161403880,0.151096,-0.505249,0.473164
1525807161424914,0.149395,-0.507288,0.472371
1525807161440868,0.148716,-0.507372,0.474133
1525807161463898,0.15168,-0.505312,0.473423
1525807161477876,0.157646,-0.502441,0.47139
1525807161500865,0.162447,-0.499575,0.469778
1525807161523933,0.164359,-0.497891,0.467151
1525807161537903,0.160655,-0.493643,0.466786
1525807161560865,0.153946,-0.497745,0.474306
1525807161583896,0.150586,-0.500749,0.476224
1525807161604931,0.150764,-0.500888,0.474898
1525807161621008,0.149801,-0.502236,0.471557
1525807161644036,0.151535,-0.5019,0.472343
1525807161658001,0.154564,-0.499812,0.474115
1525807161681015,0.15816,-0.498525,0.472915
1525807161704004,0.161306,-0.497886,0.471786
1525807161718022,0.157236,-0.497565,0.471561
1525807161741060,0.154244,-0.497258,0.470198
1525807161764042,0.152601,-0.495513,0.469967
1525807161778060,0.150377,-0.497095,0.473468
1525807161801077,0.151482,-0.499065,0.476313
1525807161824044,0.155064,-0.499758,0.476486
1525807161845045,0.157729,-0.501586,0.47622
1525807161861059,0.155702,-0.502551,0.474968
1525807161884052,0.151996,-0.50205,0.474559
1525807161905066,0.154515,-0.499871,0.475456
1525807161921109,0.164461,-0.497459,0.473119
1525807161943128,0.16758,-0.49348,0.467544
1525807161965096,0.160878,-0.492991,0.470927
1525807161981177,0.154562,-0.495297,0.476134
1525807162003165,0.156793,-0.496093,0.474825
1525807162025150,0.159079,-0.496552,0.472963
1525807162041179,0.155902,-0.497032,0.472135
1525807162064150,0.155451,-0.496309,0.473202
1525807162085153,0.159556,-0.494733,0.473812
1525807162101180,0.164274,-0.492839,0.472751
1525807162123181,0.165437,-0.491563,0.471711
1525807162144177,0.16435,-0.491232,0.471222
1525807162161177,0.163865,-0.4916,0.471169
1525807162183177,0.163285,-0.491912,0.471691
