timestamp,x,y,z
1525807147318486,3.1875,-0.25,0.3125
1525807147339481,1,1.1875,0.9375
1525807147356507,2.125,4,2.3125
1525807147378483,3.4375,4.375,3.8125
1525807147399505,0.375,8.0625,2.625
1525807147416476,-5,-0.4375,-3.8125
1525807147439538,-4.25,-4.5625,-1.8125
1525807147459506,-11.75,-1.9375,2.875
1525807147476539,-6.4375,-4.375,-0.4375
1525807147498475,9.25,-3.625,-3
1525807147521559,12.8125,-1.375,0.0625
1525807147536561,2.3125,-0.375,0.6875
1525807147558533,-5,0.8125,0.0625
1525807147581577,-4.9375,0.0625,0.4375
1525807147596558,-3.125,-1.1875,0.6875
1525807147618533,-1.8125,-1.5625,1
1525807147641597,3.6875,0.6875,2.6875
1525807147655529,11.875,3.5625,4.4375
1525807147678610,5.5625,9.875,3.875
1525807147701599,2.25,5.75,0.75
1525807147715621,-2.3125,1.4375,-0.8125
1525807147738599,-11.9375,-3.5,1.125
1525807147761598,-13.6875,-3.25,0.5625
1525807147775598,-5.8125,-2.1875,-2.8125
1525807147798664,13.4375,-0.875,-1.9375
1525807147820753,15,1.1875,1.375
1525807147835754,0.8125,0.9375,1.1875
1525807147858729,-8.375,-0.1875,-0.625
1525807147880743,-6.3125,0.125,-1.1875
1525807147895726,-4.1875,-1.8125,-0.1875
1525807147918821,-2.3125,-0.375,0.1875
1525807147941798,3.5625,0.875,2
1525807147955829,7.625,4.375,4.875
1525807147978809,2.75,7.875,4.0625
1525807148000820,-3.1875,-1,-1.75
1525807148021813,-4.4375,-3.75,-1.25
1525807148038813,-14.75,-2.5625,1.875
1525807148060809,-6.25,-5.25,-2.375
1525807148081831,13.5,-2.125,-0.5
1525807148098833,13.0625,1.3125,1.125
1525807148120811,0.3125,1.5,0.4375
1525807148141830,-8.125,0,-0.125
1525807148165797,-4.6875,-0.4375,1.6875
1525807148186813,0.5,-0.375,0.6875
1525807148201802,3.5625,0.1875,1.25
1525807148218813,8.0625,2.75,3.0625
1525807148240823,2.5625,6.9375,1.6875
1525807148261813,-2.5,1.9375,0.0625
1525807148278894,-7,-2.4375,-0.25
1525807148300870,-12.6875,-2.3125,-0.6875
1525807148321879,0.125,-1.25,-1.375
1525807148338868,10.3125,-0.8125,-1.5625
1525807148361878,10.5,0.375,-0.5
1525807148381878,3.5,1.5,0.4375
1525807148398868,-5.875,0.375,0.0625
1525807148420875,-4.5,-1.0625,1.0625
1525807148441899,-0.375,-1.5,2.6875
1525807148458908,3.75,-0.3125,1.9375
1525807148480885,7.3125,4.5625,2.8125
1525807148503870,1.875,5.875,-0.1875
1525807148518906,-2.125,1.625,-1.0625
1525807148540868,-12.25,-1.5625,0.375
1525807148563868,-11.5,-3.625,-0.625
1525807148577880,1.875,-2.3125,-2.4375
1525807148600875,13.5,0.75,-1.4375
1525807148623899,12.125,1.6875,0.25
1525807148637941,-2.6875,0.25,-0.125
1525807148660942,-8.0625,-1.9375,0.875
1525807148684005,-2.375,-2,1.875
1525807148697999,2.375,-0.6875,0.875
1525807148721068,9.3125,1.6875,2.5625
1525807148744090,6.25,6.875,1.75
1525807148758062,1.5625,2.5,-0.125
1525807148781081,-6.4375,-1.5625,-1.9375
1525807148804100,-11.3125,-1.9375,-2.125
1525807148818094,-0.9375,-2.6875,-2.125
1525807148841064,8.0625,-1.875,-1.125
1525807148871081,9.625,-1,0.6875
1525807148878077,1.875,0.75,1.875
1525807148901079,-5.8125,-0.25,0.75
1525807148924067,-2.9375,-1.4375,1.25
1525807148938074,0.8125,-0.125,2.0625
1525807148961150,4.25,1.6875,1.5625
1525807148984116,5.25,7.75,2.3125
1525807149004256,2.8125,3.75,-1.1875
1525807149021256,-5.6875,-0.125,-1.875
1525807149043251,-13.375,-1.625,-0.875
1525807149064274,-4.375,-1.3125,-0.6875
1525807149082274,10.25,-0.5,-1.9375
1525807149103282,11.8125,0.1875,-0.375
1525807149124241,3.8125,-0.125,1.0625
1525807149141311,-6.125,-2.9375,0.4375
1525807149163280,-7.875,-0.75,1.375
1525807149184345,0.375,0.6875,0.9375
1525807149201311,8.9375,2.3125,0.8125
1525807149229312,5.25,4.5,-0.6875
1525807149244311,-5.25,0.375,-1.625
1525807149261318,-11.5,-1.6875,-2.125
1525807149283283,-4.75,-3.4375,-1.125
1525807149304312,7.625,-2.125,-0.4375
1525807149321312,6.25,0.1875,0.3125
1525807149343281,3,0.0625,0.5625
1525807149364311,-2.875,-0.375,1.25
1525807149387312,-6.375,-1.75,1.0625
1525807149403279,-0.6875,-0.625,1.375
1525807149426383,5,1.3125,0.375
1525807149441400,4.6875,5.375,0.4375
1525807149469417,-4.375,1.375,0.25
1525807149486363,-8.9375,-0.8125,-1.6875
1525807149501389,-7.125,-2,-1.6875
1525807149523350,1.5625,-3.25,-3.75
1525807149546356,9,-0.625,-1.3125
1525807149560354,9.625,1.3125,0.1875
1525807149583353,1.6875,0.6875,0.25
1525807149606383,-5.5625,-2,0.375
1525807149620373,-3.75,-0.9375,1.8125
1525807149643358,2.375,1.1875,0.6875
1525807149666383,7.25,5.5,0.1875
1525807149680351,3.8125,2.6875,0
1525807149703385,-8.5,-1.4375,-1.875
1525807149709383,-12.375,-1.8125,-0.5625
1525807149731352,-1.375,-1.875,-1.25
1525807149748416,7.1875,-1.25,-1.3125
1525807149769365,8.375,-1.125,0.6875
1525807149793383,1.1875,-1.25,1.875
1525807149808366,-5.875,-1.0625,0.5
1525807149829450,-2.6875,1.25,1.25
1525807149851473,5.5,3.625,0.8125
1525807149868526,6.0625,5,0.25
1525807149889516,-1.9375,0.5,0.375
1525807149911532,-9.875,-1.75,0.4375
1525807149928550,-8.0625,-2.0625,0.8125
1525807149949515,1.3125,-2.25,-0.25
1525807149971531,7.125,-0.875,0.375
1525807149987635,6.375,1.375,0.875
1525807150008572,0.625,1.6875,1.5
1525807150031587,-5.1875,0.5625,0.75
1525807150049588,-1.25,1.1875,0.5625
1525807150068605,3,6.6875,0.8125
1525807150091702,2.6875,2.75,-0.375
1525807150107656,-3.9375,-1.375,-0.5
1525807150128649,-13.375,-3.75,1.4375
1525807150151702,-7.3125,-6.4375,-2
1525807150175669,6.5,-1.0625,-1.375
1525807150188660,8.5625,1.5625,0.1875
1525807150211666,2.375,1.625,0.125
1525807150227651,-4.9375,-0.625,0.75
1525807150248649,-4.9375,-1.6875,0.5
1525807150271721,0.6875,-0.375,0.625
1525807150287690,4.875,3.625,0.75
1525807150308754,5.6875,2.875,1.125
1525807150338787,-2.8125,-0.6875,0.6875
1525807150349755,-14.5625,-3.1875,0
1525807150368722,-15.1875,-5.0625,-2.75
1525807150391798,3.9375,-5.8125,-1.8125
1525807150409822,13.5,-0.0625,0.625
1525807150428786,14.5,2,0.9375
1525807150451786,2.9375,1.8125,0.9375
1525807150469771,-6.9375,0,2
1525807150490786,-5.375,0.375,3.125
1525807150511804,3.125,2.5,0.4375
1525807150529772,10.5,5.8125,0.5625
1525807150548804,5.0625,3.5,0.0625
1525807150571806,-8.1875,-1.375,-0.8125
1525807150589803,-16.3125,-3.8125,-1.0625
1525807150608803,-8.5,-2.375,-3.75
1525807150631838,8.6875,-0.0625,-1.875
1525807150649774,12.75,0.5,0.75
1525807150668787,2.3125,-0.375,1.375
1525807150691787,-4.875,-1.375,1.3125
1525807150709803,-2.6875,0.625,1.25
1525807150728803,1.5,6.25,0.375
1525807150751787,2.75,2.75,-0.1875
1525807150769803,-4.25,-0.75,-0.8125
1525807150788787,-12.75,-2.1875,-0.1875
1525807150811804,-3.0625,-5,-2.9375
1525807150829805,7.6875,-0.875,-1.875
1525807150848804,11.25,2.6875,-0.5
1525807150871877,6.3125,2.6875,0.4375
1525807150896850,-3.5,2.25,0.8125
1525807150908877,-1.75,2.625,0.875
1525807150931912,2.625,7.625,0.4375
1525807150949881,-0.75,1.1875,-2.125
1525807150970861,-11,-3,-2.4375
1525807150991934,-14,-3.4375,-0.8125
1525807151009898,2.6875,-1.6875,-1.375
1525807151030912,11.25,0.8125,1.0625
1525807151051969,8.375,0.5,1
1525807151069916,0.1875,-0.4375,2.125
1525807151090917,-6.4375,0.625,2.6875
1525807151111971,-1.4375,3.25,0.6875
1525807151130001,9.5,5.75,1.0625
1525807151151978,7.5625,1.4375,-0.125
1525807151171982,-7.4375,-3.1875,0.3125
1525807151188987,-17.5,-5.0625,0.5625
1525807151218034,-5.125,-3.1875,-0.875
1525807151232020,11.25,-0.625,-0.625
1525807151249053,12.9375,2.0625,0.4375
1525807151270019,5.375,0.875,0.5
