timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1525807160255575,-7,-1,2,2,15,4,-2,-3
1525807160255575,-3,2,0,-8,-14,3,-1,-4
1525807160276628,4,-3,0,3,0,-9,-4,1
1525807160276628,4,3,4,3,12,1,0,-2
1525807160277627,-3,-2,1,12,-11,0,2,-2
1525807160277627,3,0,-7,-39,0,18,5,5
1525807160300643,-2,-2,-8,-5,-11,-14,-7,-3
1525807160300643,-6,-5,-3,23,19,12,5,-4
1525807160300643,4,4,3,-16,-6,8,0,-1
1525807160300643,-4,6,-2,11,-3,-9,-5,-3
1525807160314642,-15,-9,2,-1,-1,6,1,-4
1525807160314642,3,1,0,-15,-6,-2,0,2
1525807160315694,10,13,0,7,-1,-6,-2,-2
1525807160315694,-1,-2,4,2,0,6,2,5
1525807160337659,-4,3,-3,-9,-1,-6,0,-13
1525807160337659,15,-12,-1,3,-1,-2,2,27
1525807160338629,-28,-14,-4,-7,-9,-8,-4,-11
1525807160338629,1,-1,0,1,4,-2,-4,4
1525807160360738,-5,8,7,20,-6,9,-2,-29
1525807160360738,-14,2,7,-34,-6,-34,-10,-3
1525807160360738,19,4,-10,16,15,2,-1,3
1525807160360738,-11,-15,-7,-15,-16,-6,3,7
1525807160374701,-6,-1,11,9,-4,-4,1,-4
1525807160374701,5,1,5,14,1,2,-2,-4
1525807160375702,2,4,0,-3,-13,-15,-2,4
1525807160375702,-13,3,10,3,4,44,8,-4
1525807160396668,13,-10,-14,-6,31,3,-4,13
1525807160396668,2,1,4,36,5,7,2,-4
1525807160397668,3,1,6,-11,-11,-14,-2,6
1525807160397668,-2,-4,-6,-6,0,-4,-2,-7
1525807160420698,6,1,3,20,13,-11,-5,8
1525807160420698,3,8,-4,-15,-7,10,2,-6
1525807160420698,-7,-5,-3,-3,4,9,-2,-5
1525807160420698,4,4,4,8,-16,-17,-2,-3
1525807160434668,-5,-2,-1,-15,-10,-2,3,3
1525807160434668,2,0,-9,-6,4,1,-3,-2
1525807160435737,-6,-2,1,-4,-3,-3,1,-1
1525807160435737,6,0,-2,2,-17,-6,-1,1
1525807160456704,-10,-1,-2,-3,22,3,1,-11
1525807160456704,4,5,-1,0,-5,3,-1,15
1525807160457670,-11,-12,1,3,2,3,-2,-4
1525807160457670,8,1,-6,2,-9,-3,-1,2
1525807160480679,-2,4,-2,-7,-20,-11,-5,3
1525807160480679,-7,12,3,3,16,-8,1,-16
1525807160480679,7,-11,5,5,16,12,5,4
1525807160480679,1,-4,-6,-5,4,-8,-2,4
1525807160494702,-1,-7,-1,-2,-8,-1,2,3
1525807160494702,-4,-1,-4,-5,-9,1,-2,-4
1525807160495701,6,5,-1,-2,-3,9,5,2
1525807160495701,6,2,4,0,4,-6,-3,-3
1525807160516683,5,-1,-5,-2,3,3,2,7
1525807160516683,1,-3,1,6,-1,4,2,-1
1525807160517669,-6,-1,-7,-25,-8,0,-2,-3
1525807160517669,-3,-2,-1,4,1,1,0,-5
1525807160540732,0,1,-7,-14,-1,-6,-5,3
1525807160540732,0,-5,-2,-4,2,10,5,0
1525807160540732,-7,2,5,20,5,-2,2,-3
1525807160540732,7,1,1,-9,-3,-15,-4,2
1525807160554678,6,0,3,17,3,17,6,7
1525807160554678,6,-1,-2,-6,2,6,3,2
1525807160555701,-10,1,-4,-9,-6,-5,-6,-6
1525807160555701,-7,-1,2,7,11,4,1,-6
1525807160577701,-1,0,-1,-5,-6,-5,-1,-6
1525807160577701,0,-12,-4,-4,-7,-1,0,0
1525807160578701,-25,-2,0,0,-4,3,-3,4
1525807160578701,10,2,-11,0,-2,8,0,5
1525807160600683,10,6,8,8,21,-4,2,10
1525807160600683,-12,-9,-6,-47,-9,-3,-1,-14
1525807160600683,14,-3,-11,23,23,27,4,5
1525807160600683,-29,-17,-5,8,-9,-18,-5,-9
1525807160614735,-7,8,8,14,-12,7,1,-6
1525807160614735,18,9,8,11,-14,-18,-2,4
1525807160615738,-2,-4,-4,-29,-1,-8,-4,13
1525807160615738,4,7,10,20,24,31,7,2
1525807160637700,3,-4,-9,-12,-20,-1,-1,0
1525807160637700,-12,-2,2,10,24,9,1,-4
1525807160638700,5,0,-5,-11,-9,-2,0,-7
1525807160638700,1,-1,1,6,1,-9,-5,-2
1525807160660731,-5,-5,2,-18,-20,-5,0,5
1525807160660731,2,2,-1,10,3,-1,-3,-3
1525807160660731,10,2,4,3,-14,-15,-3,1
1525807160660731,-8,-2,-3,-16,10,9,4,-1
1525807160674736,17,4,4,18,24,2,0,3
1525807160674736,-9,-3,3,7,-1,-4,-2,-3
1525807160675677,0,-4,-5,-3,-4,3,1,-4
1525807160675677,-1,-3,2,-10,-1,-9,2,-1
1525807160697682,1,11,0,-2,-19,-4,-5,-2
1525807160697682,-1,-12,-2,13,27,3,-3,-2
1525807160698669,5,-2,2,-5,-16,-15,-3,-2
1525807160698669,0,2,-6,-9,-11,8,1,-1
1525807160719682,-11,-14,-11,-16,-23,-8,1,0
1525807160719682,-1,8,6,10,36,20,7,-2
1525807160720669,3,1,0,-1,-4,-6,-2,-5
1525807160720669,18,3,-1,2,0,1,2,34
1525807160734701,-2,-4,-3,-1,1,-9,-5,-4
1525807160734701,-8,-5,-7,-8,-21,-5,-1,2
1525807160735701,-3,0,0,-3,-3,-3,-1,-8
1525807160735701,-4,-1,-2,5,9,2,-2,-8
1525807160756736,0,-3,1,1,6,1,3,5
1525807160756736,6,2,1,-7,-16,-2,-3,1
1525807160757670,0,1,4,6,9,-1,-1,0
1525807160757670,-1,1,7,15,5,-2,0,-6
1525807160780732,-5,-9,-11,11,14,5,-1,-2
1525807160780732,-2,-2,-6,-12,-16,-5,-1,-5
1525807160780732,-9,2,3,7,5,1,-4,-3
1525807160780732,11,3,6,-2,-9,-14,-3,0
1525807160794735,1,0,4,-3,4,6,2,-1
1525807160794735,21,9,2,20,-1,7,5,14
1525807160795670,-12,-6,-4,-13,0,-1,0,-6
1525807160795670,-20,-9,-7,-5,-6,-7,-9,-31
1525807160817786,-6,2,2,-12,-6,-1,4,25
1525807160817786,23,16,8,23,10,4,5,0
1525807160818753,-3,-5,-1,-2,-6,-17,-3,1
1525807160818753,-14,-6,2,8,-12,-10,-6,-15
1525807160840719,28,8,-2,-3,14,-1,12,21
1525807160840719,-28,-12,-5,9,-23,-10,-3,-8
1525807160840719,10,3,-4,-7,24,18,0,6
1525807160840719,-10,-4,7,10,-1,17,-1,0
1525807160854752,-10,-3,0,-11,-11,-1,-6,-16
1525807160854752,7,1,7,7,10,-22,-5,7
1525807160855752,-6,-1,-1,-21,-55,-17,-1,-8
1525807160855752,6,1,-3,-9,-8,10,7,9
1525807160876842,-1,-4,-5,8,18,14,-6,-8
1525807160876842,-13,0,-6,-15,2,-10,-6,-8
1525807160877782,-7,-5,-5,2,-1,3,0,-1
1525807160877782,1,4,1,-3,-16,-10,-1,1
1525807160899842,1,2,2,0,3,-4,1,-2
1525807160899842,-2,-2,-5,-18,-24,-6,-3,2
1525807160900816,0,-7,2,12,11,-4,1,-2
1525807160900816,4,11,-3,-2,10,-1,-2,4
1525807160913893,-18,-26,-5,2,26,18,2,-7
1525807160913893,11,11,3,-1,10,20,6,2
1525807160921856,6,1,2,6,-10,-11,-3,5
1525807160921856,18,3,-6,-7,4,-2,-1,-1
1525807160936839,-17,-12,-10,-16,-25,-20,-8,-11
1525807160936839,-1,-7,1,-3,17,-2,0,0
1525807160937827,-11,-12,-2,10,11,19,3,-2
1525807160937827,4,12,6,1,-5,-15,-6,2
1525807160960829,-1,-13,-3,1,-10,-1,3,-3
1525807160960829,4,4,-3,-11,-17,-6,-3,-2
1525807160960829,-3,-7,-3,2,6,2,-2,-3
1525807160960829,0,-6,-6,-1,19,6,4,0
1525807160973891,6,10,5,-3,-20,-8,-3,3
1525807160973891,-3,1,1,2,4,8,3,-1
1525807160981825,11,10,8,-9,-6,-1,-1,2
1525807160981825,-8,-9,-11,23,7,-9,1,-2
1525807160996839,7,10,-5,-18,3,-7,0,0
1525807160996839,-7,-7,-8,-12,-5,0,-4,-1
1525807160997835,13,8,4,6,2,1,3,4
1525807160997835,-6,-6,-4,-22,-14,4,1,-1
1525807161019840,3,8,5,16,8,8,1,-2
1525807161019840,-5,-9,-3,-5,-3,-4,-1,-2
1525807161020825,-5,-1,-4,9,7,1,-1,-4
1525807161020825,15,6,5,0,8,5,2,12
1525807161033871,-14,-3,-3,1,-5,-6,-4,-18
1525807161033871,10,-6,-5,-7,-1,3,0,12
1525807161041897,-10,3,0,-2,-5,6,4,-3
1525807161041897,-10,-3,-1,10,-6,-9,-10,-17
1525807161057897,10,9,4,2,10,1,2,10
1525807161057897,-13,-12,-7,-1,-5,0,1,-2
1525807161058890,23,18,21,20,15,16,8,7
1525807161058890,-19,-25,-26,-32,-2,-2,-4,-9
1525807161079880,6,9,2,8,2,-20,-4,0
1525807161079880,-6,-3,1,3,3,8,0,-11
1525807161080865,-4,-3,1,3,-34,-18,-4,-4
1525807161080865,4,6,9,-8,10,14,7,1
1525807161093880,-7,-2,1,5,3,0,-2,-1
1525807161093880,9,1,-1,0,-2,-4,0,2
1525807161102865,-5,-1,-6,-5,-3,15,0,-5
1525807161102865,9,2,5,3,-1,-4,1,12
1525807161116896,-5,-6,-8,-8,-8,-3,-4,-3
1525807161116896,1,2,-1,2,-11,-4,-2,-1
1525807161125865,-1,-3,-1,-12,19,10,2,0
1525807161125865,5,8,-3,-7,-27,-8,-1,-2
1525807161139895,-4,-1,9,14,48,18,2,2
1525807161139895,-9,-2,-1,-6,2,-2,-2,-8
1525807161141866,9,-4,-6,1,-15,5,2,5
1525807161141866,-2,8,4,9,16,-11,-6,-2
1525807161153865,5,-4,-2,-13,-39,-4,2,2
1525807161153865,-6,3,2,1,17,0,-5,-2
1525807161162867,-8,-8,-8,-5,16,-8,-2,-1
1525807161162867,-2,-1,3,9,4,13,6,3
1525807161184931,4,6,6,1,-9,-6,-6,-5
1525807161184931,2,12,-2,-6,-11,-1,1,4
1525807161186865,1,-2,1,5,9,-9,-4,0
1525807161186865,4,-3,1,-4,2,2,2,6
1525807161199865,-6,0,-3,-2,-5,-2,-3,-7
1525807161199865,2,-2,2,4,-2,0,2,0
1525807161201866,0,4,-4,-4,-1,-3,1,0
1525807161201866,-6,-4,0,0,2,4,2,-1
1525807161213879,3,-2,-3,-6,-8,3,1,5
1525807161213879,-5,-5,3,13,-3,-10,-1,-4
1525807161228880,2,3,-1,-12,2,-4,0,0
1525807161228880,-3,-5,2,29,15,-3,-1,-1
1525807161237880,1,0,-11,-48,-17,3,4,2
1525807161237880,15,-2,-3,6,11,-1,2,9
1525807161238881,-36,-2,8,0,-22,-15,-10,-21
1525807161238881,22,11,-2,-1,7,1,2,11
1525807161259897,5,2,7,17,7,7,0,0
1525807161259897,-8,-8,-6,-11,-13,-1,1,6
1525807161261882,-9,-5,-2,-4,5,0,-1,4
1525807161261882,24,19,9,-12,-11,-7,-1,6
1525807161273884,-7,-1,9,38,22,16,3,-7
1525807161273884,4,1,-7,-16,-20,7,1,-1
1525807161282876,5,-5,-9,-17,-4,0,2,5
1525807161282876,-16,-9,-1,-13,13,8,-4,-5
1525807161296881,3,-1,0,13,-16,-16,-3,0
1525807161296881,2,-2,0,2,0,7,1,2
1525807161303892,4,1,2,7,4,-9,-5,-3
1525807161303892,-15,-7,-3,-20,-22,-3,-4,-6
1525807161319897,7,1,-2,-15,1,-1,-1,4
1525807161319897,-11,-5,3,27,35,5,0,-8
1525807161321865,7,2,-2,3,-9,-1,-1,3
1525807161321865,-10,-6,-3,1,-11,-5,-2,-6
1525807161342896,-5,-8,-6,-5,-4,0,-1,-3
1525807161342896,-6,5,8,8,17,1,-1,-3
1525807161344879,12,1,-4,0,7,4,1,9
1525807161344879,-9,-2,1,7,6,1,2,-6
1525807161356891,10,2,-5,-9,-15,-6,-2,4
1525807161356891,1,-1,0,-5,-10,4,1,-1
1525807161363879,2,1,3,-1,8,1,-3,-2
1525807161363879,-11,-11,-4,7,-11,-2,0,-4
1525807161379881,-1,6,2,-1,1,-9,-5,-1
1525807161379881,9,8,4,12,29,4,2,3
1525807161381866,-12,-12,-3,1,-10,-6,-3,-5
1525807161381866,0,-1,-1,-1,2,5,3,0
1525807161402880,-3,-5,-3,-1,5,1,0,0
1525807161402880,1,1,0,-8,-10,-3,-6,-2
1525807161404865,1,-3,-2,2,0,3,5,0
1525807161404865,4,-1,-2,-3,5,0,-3,1
1525807161416880,2,0,0,-1,0,6,4,2
1525807161416880,-4,-2,-1,9,-5,-9,-3,-3
1525807161425875,2,1,-2,-7,-3,1,-1,1
1525807161425875,2,-4,-1,8,-11,4,-3,-2
1525807161439869,-6,-1,-1,-1,-2,-15,-2,0
1525807161439869,-2,-5,-3,1,-10,-6,-1,-4
1525807161441875,22,2,2,11,13,4,-1,11
1525807161441875,-17,3,3,-9,-4,-12,-4,-8
1525807161462896,7,0,-1,9,-4,11,4,-3
1525807161462896,-5,-7,-3,-31,-14,-9,-2,-5
1525807161463898,6,3,1,-14,-11,5,4,25
1525807161463898,6,6,-10,22,50,10,1,-5
1525807161476897,-7,-9,-8,8,3,-6,-4,-2
1525807161476897,3,7,5,0,-9,4,1,-4
1525807161483896,-13,-2,3,-7,-8,-7,-5,-10
1525807161483896,5,-7,-9,-19,-18,-14,-6,2
1525807161499879,-4,1,1,-1,-1,7,3,4
1525807161499879,0,-4,-1,9,40,2,-2,0
1525807161501865,-4,4,1,-5,8,4,4,-6
1525807161501865,3,0,3,-5,-16,5,2,3
1525807161522935,-2,-2,-5,-5,8,-7,-5,-4
1525807161522935,-7,-3,-1,-5,-24,-3,-1,1
1525807161524894,11,3,0,9,4,3,2,1
1525807161524894,-4,-4,-1,-4,6,-6,-2,-1
1525807161536934,4,4,5,6,2,2,3,6
1525807161536934,-5,-1,-2,-11,-17,4,1,-1
1525807161543935,-12,-3,-3,6,17,2,-2,-11
1525807161543935,10,-2,0,5,-4,8,5,9
1525807161559900,-3,4,5,-2,-9,-7,-8,-5
1525807161559900,-2,-4,-2,2,0,2,0,-1
1525807161561866,9,-6,-5,3,-8,-8,-1,-1
1525807161561866,-10,6,0,-14,-16,-3,-1,-4
1525807161582896,6,1,3,5,40,15,4,1
1525807161582896,-2,1,-1,1,-7,-18,-9,-6
1525807161584888,2,0,-4,-3,-7,1,1,-2
1525807161584888,-15,-8,3,3,1,3,2,-1
1525807161596865,-5,-3,-4,-5,-9,0,2,0
1525807161596865,2,2,-3,-5,-12,-1,0,-2
1525807161605884,-2,4,1,1,4,9,3,0
1525807161605884,4,0,-2,-2,-2,-1,-1,1
1525807161620026,-2,1,0,1,-15,-4,-3,-3
1525807161620026,-1,-5,0,0,7,6,2,3
1525807161621999,-8,-2,-3,-9,-17,-9,-4,-7
1525807161621999,12,4,8,21,27,4,2,5
1525807161643057,-6,-6,-8,-9,7,-8,-3,-4
1525807161643057,1,-1,1,-5,-2,-3,1,2
1525807161644036,3,-2,0,-1,-25,8,1,1
1525807161644036,-1,-3,-3,-8,-16,-19,-4,-4
1525807161657023,3,2,5,5,10,4,0,0
1525807161657023,10,1,-5,-14,-26,-7,-5,6
1525807161663997,-42,-8,-6,5,59,-6,-9,-32
1525807161663997,10,4,8,7,2,12,7,6
1525807161680058,6,4,-1,-4,-9,-9,0,4
1525807161680058,-3,-2,1,10,-12,12,3,-1
1525807161682000,9,1,3,1,15,2,0,7
1525807161682000,-3,-6,-6,-7,-26,-4,-3,-2
1525807161703021,-2,10,4,-2,2,6,2,-4
1525807161703021,4,0,0,-12,9,-5,0,0
1525807161704004,-1,1,-4,21,-1,1,-2,2
1525807161704004,-2,-4,-10,-19,3,-15,-3,-2
1525807161717022,3,-7,-4,10,2,17,2,2
1525807161717022,-2,-4,-19,-48,-3,-3,0,-3
1525807161724078,-8,-1,3,7,-14,-6,-2,-4
1525807161724078,3,-1,4,0,-5,7,3,3
1525807161740074,4,0,-3,-5,1,5,-3,-2
1525807161740074,-7,-3,5,19,-5,-4,0,-1
1525807161742057,2,-2,1,-1,5,2,0,0
1525807161742057,2,6,2,3,16,12,4,3
1525807161763049,-4,-3,2,1,-7,-10,0,0
1525807161763049,-3,-3,1,9,-5,0,0,0
1525807161764042,1,-3,-5,-19,0,-4,-2,2
1525807161764042,9,-3,-2,-3,-13,-3,-5,-2
1525807161777107,-6,-2,2,8,7,1,0,-4
1525807161777107,-4,0,-1,6,-4,-7,-4,-3
1525807161784110,6,2,0,5,-3,9,6,4
1525807161784110,-2,0,2,-12,-3,-4,-2,1
1525807161800045,-6,-7,-8,2,-8,1,0,-3
1525807161800045,4,6,9,12,10,0,-3,2
1525807161802043,7,5,-2,-10,-19,-6,2,3
1525807161802043,-5,-7,1,7,25,14,2,-3
1525807161823073,-1,0,2,-5,-13,-12,-5,2
1525807161823073,-2,-5,1,7,7,5,2,-3
1525807161824044,6,9,4,-5,-3,-7,-1,4
1525807161824044,-4,0,-1,8,-9,-1,-1,-4
1525807161836109,-1,-3,-3,2,3,1,2,-1
1525807161836109,-4,-2,4,9,-1,-5,-4,-2
1525807161845045,-7,-3,-16,-32,0,6,-2,-6
1525807161845045,6,4,5,15,31,1,2,4
1525807161860075,-1,-1,3,12,3,9,1,3
1525807161860075,-25,-4,1,-18,-19,-24,-9,-23
1525807161862053,6,-3,-4,13,16,4,0,5
1525807161862053,17,3,0,-2,-12,-4,-5,-1
1525807161883073,-38,-6,-7,-12,-6,-13,-11,-28
1525807161883073,19,4,2,-3,-3,17,4,10
1525807161884052,-23,-14,-2,1,-20,-20,-8,-8
1525807161884052,9,9,0,-5,2,8,5,-1
1525807161896073,8,-3,-1,-6,-4,2,3,10
1525807161896073,1,3,5,7,-10,4,-2,-4
1525807161905066,2,0,-5,-2,-19,-5,-3,-4
1525807161905066,-11,-2,6,32,13,0,1,1
1525807161920122,8,3,-4,-32,7,6,4,5
1525807161920122,-1,3,5,15,41,7,3,3
1525807161922137,8,0,4,6,-22,-7,0,4
1525807161922137,-17,-5,-6,-8,-23,-4,-2,-9
1525807161943128,15,3,3,3,-29,-10,-1,9
1525807161943128,1,-3,-4,0,23,3,0,0
1525807161944125,6,3,5,2,4,10,3,4
1525807161944125,-4,-1,-6,-9,3,-4,-3,-3
1525807161956162,-3,-3,-1,1,2,-5,-5,-4
1525807161956162,0,-3,-5,-9,-15,-5,-13,2
1525807161965096,5,2,2,10,20,-1,16,4
1525807161965096,-5,-1,-3,-13,-12,0,5,1
1525807161980176,8,0,-1,3,1,8,4,2
1525807161980176,-2,-5,-6,-2,-7,-12,-3,-2
1525807161982145,-5,0,6,-7,-13,8,-8,-2
1525807161982145,2,-1,1,12,5,-6,-2,0
1525807162003165,-5,0,1,3,7,-1,-1,-2
1525807162003165,1,-4,-6,-8,-5,2,1,4
1525807162004147,8,5,4,7,-11,-7,0,1
1525807162004147,0,-7,-3,-1,16,-3,-13,4
1525807162016161,-8,1,-6,-6,7,3,12,-5
1525807162016161,-3,-1,2,13,1,7,7,-1
1525807162025150,5,-1,-5,-25,-16,-10,-1,5
1525807162025150,-4,-3,0,-2,25,1,-3,-5
1525807162040212,-1,-1,4,3,-13,-2,-4,0
1525807162040212,5,3,-1,-1,12,-13,0,-1
1525807162042145,-2,-1,-1,6,6,-2,-1,-1
1525807162042145,-2,-1,-1,0,-15,1,-2,-1
1525807162063208,2,-2,-6,-24,-6,3,-1,2
1525807162063208,-2,-1,-1,14,9,2,4,1
1525807162064150,-6,-4,0,-8,1,8,-5,-6
1525807162064150,6,1,-1,-3,-14,-10,1,2
1525807162076156,5,3,6,12,13,5,0,-1
1525807162076156,0,-3,-3,-12,-6,4,0,2
1525807162085153,-10,0,1,8,9,-4,-1,-5
1525807162085153,7,0,-8,-12,-1,4,-1,1
1525807162100177,-7,-5,-3,1,-3,-10,-3,-1
1525807162100177,2,2,6,7,5,6,4,1
1525807162102160,-3,-2,-2,2,1,-6,-2,-2
1525807162102160,-4,1,0,-6,-8,4,4,0
1525807162123181,-3,-1,2,5,-10,-9,-4,-2
1525807162123181,8,1,-6,-8,8,8,2,2
1525807162124146,1,-2,-3,-10,-6,3,2,1
1525807162124146,-3,-2,0,3,-15,3,-1,-1
1525807162136177,3,0,0,2,9,-5,-4,-2
1525807162136177,-7,-1,0,13,-25,-2,0,-3
1525807162145155,10,3,1,-20,33,15,3,5
1525807162145155,-8,-4,-1,-4,-5,-2,-3,-4
1525807162160176,1,-1,0,0,-8,-3,-1,3
1525807162160176,-4,-2,-5,-7,-14,-8,-3,-2
1525807162162176,1,-1,-1,8,-8,-1,0,4
1525807162162176,-6,-1,-1,5,14,-1,-1,-5
1525807162183177,2,4,2,0,15,7,-2,2
1525807162183177,-3,-4,-2,-4,-11,-3,1,-3
1525807162184154,1,-2,-3,-5,-9,-1,-1,-1
1525807162184154,-2,0,3,-3,-3,-2,0,-2
1525807162196145,-2,-1,-1,3,-11,-5,0,-1
1525807162196145,3,1,-2,-4,5,2,-3,-1
