timestamp,x,y,z
1525807161778060,0.42334,0.120117,0.780762
1525807161801077,0.484375,0.120605,0.812988
1525807161824044,0.44043,0.112305,0.82373
1525807161845045,0.491211,0.17041,0.78418
1525807161861059,0.467773,0.127441,0.805176
1525807161884052,0.438965,0.0541992,0.831055
1525807161905066,0.463867,0.0595703,0.891113
1525807161921109,0.452637,0.162109,0.752441
1525807161943128,0.308594,0.236816,0.742676
1525807161965096,0.385254,0.168457,0.726563
1525807161981177,0.521973,0.0742188,0.800293
1525807162003165,0.449707,0.109863,0.780273
1525807162025150,0.432129,0.169922,0.805664
1525807162041179,0.447266,0.102539,0.817383
1525807162064150,0.465332,0.0751953,0.830566
1525807162085153,0.45459,0.103516,0.810059
1525807162101180,0.437012,0.161133,0.803223
1525807162123181,0.422852,0.151855,0.788574
1525807162144177,0.42334,0.123047,0.784668
1525807162161177,0.419434,0.13916,0.795898
1525807162183177,0.422363,0.140137,0.807129
