timestamp,x,y,z,w
1525807161200869,-0.127197,0.225342,-0.245178,-0.934326
1525807161221864,-0.126953,0.226318,-0.244385,-0.934326
1525807161238881,-0.125793,0.226501,-0.244263,-0.934509
1525807161260866,-0.126953,0.225464,-0.244263,-0.93457
1525807161281897,-0.130127,0.223145,-0.244446,-0.934631
1525807161297866,-0.134033,0.221069,-0.244202,-0.934631
1525807161320868,-0.133911,0.219666,-0.242188,-0.935547
1525807161343897,-0.130676,0.221008,-0.243042,-0.935486
1525807161357874,-0.128357,0.223633,-0.245239,-0.93457
1525807161380868,-0.128967,0.224365,-0.245239,-0.934326
1525807161403880,-0.129456,0.225159,-0.244629,-0.934204
1525807161424914,-0.128784,0.226379,-0.24408,-0.934143
1525807161440868,-0.128662,0.226379,-0.244812,-0.934021
1525807161463898,-0.129761,0.225098,-0.244812,-0.934143
1525807161477876,-0.132019,0.223145,-0.244507,-0.934387
1525807161500865,-0.133789,0.221313,-0.244263,-0.934631
1525807161523933,-0.134216,0.220459,-0.243225,-0.935059
1525807161537903,-0.132019,0.218933,-0.242615,-0.935852
1525807161560865,-0.130127,0.221191,-0.245422,-0.934875
1525807161583896,-0.129089,0.2229,-0.245972,-0.934448
1525807161604931,-0.129028,0.223022,-0.245361,-0.934631
1525807161621008,-0.128357,0.223999,-0.243713,-0.934875
1525807161644036,-0.129211,0.223572,-0.244263,-0.934753
1525807161658001,-0.130615,0.222107,-0.245422,-0.93457
1525807161681015,-0.132019,0.22113,-0.245239,-0.934692
1525807161704004,-0.133301,0.22052,-0.245056,-0.934692
1525807161718022,-0.131348,0.220886,-0.244507,-0.934998
1525807161741060,-0.129761,0.221191,-0.24353,-0.935425
1525807161764042,-0.128784,0.220581,-0.243225,-0.935791
1525807161778060,-0.128296,0.221375,-0.244629,-0.935303
1525807161801077,-0.129333,0.221985,-0.246094,-0.934631
1525807161824044,-0.131104,0.221863,-0.246582,-0.934265
1525807161845045,-0.132507,0.222412,-0.246765,-0.933899
1525807161861059,-0.131531,0.223206,-0.245972,-0.934021
1525807161884052,-0.1297,0.22345,-0.245361,-0.934387
1525807161905066,-0.130737,0.222046,-0.246033,-0.934448
1525807161921109,-0.134888,0.219849,-0.246033,-0.934326
1525807161943128,-0.135315,0.217957,-0.243713,-0.935364
1525807161965096,-0.132507,0.218323,-0.244568,-0.935425
1525807161981177,-0.130371,0.219849,-0.246338,-0.934875
1525807162003165,-0.131348,0.220032,-0.245972,-0.934814
1525807162025150,-0.132263,0.220093,-0.245361,-0.934814
1525807162041179,-0.130737,0.220764,-0.244629,-0.935059
1525807162064150,-0.130554,0.220398,-0.245056,-0.93512
1525807162085153,-0.132385,0.219116,-0.245789,-0.934937
1525807162101180,-0.134277,0.217712,-0.245789,-0.934998
1525807162123181,-0.134583,0.217041,-0.245422,-0.935181
1525807162144177,-0.133972,0.217041,-0.245056,-0.935425
1525807162161177,-0.133789,0.217285,-0.244995,-0.935364
1525807162183177,-0.133606,0.217468,-0.245178,-0.935303
