timestamp,x,y,z,w
1525807150391798,-0.0419312,0.172791,-0.182556,-0.967041
1525807150409822,-0.0437622,0.172424,-0.183167,-0.966858
1525807150428786,-0.0461426,0.17157,-0.183777,-0.966797
1525807150451786,-0.0470581,0.171082,-0.18396,-0.966797
1525807150469771,-0.0458984,0.171143,-0.184082,-0.966858
1525807150490786,-0.0447388,0.171448,-0.184448,-0.966797
1525807150511804,-0.0447388,0.171082,-0.184753,-0.966797
1525807150529772,-0.0465088,0.170044,-0.185181,-0.966797
1525807150548804,-0.0477905,0.16925,-0.185242,-0.966858
1525807150571806,-0.0471191,0.169678,-0.184753,-0.966919
1525807150589803,-0.0445557,0.170898,-0.184082,-0.96698
1525807150608803,-0.0424194,0.171631,-0.18335,-0.967041
1525807150631838,-0.043457,0.171265,-0.18335,-0.967041
1525807150649774,-0.0456543,0.170593,-0.183899,-0.96698
1525807150668787,-0.0463257,0.17041,-0.184143,-0.966919
1525807150691787,-0.0455933,0.170715,-0.184204,-0.966919
1525807150709803,-0.0449829,0.170715,-0.184387,-0.966919
1525807150728803,-0.0447998,0.169983,-0.18457,-0.96698
1525807150751787,-0.0455933,0.169434,-0.18457,-0.967041
1525807150769803,-0.0455322,0.169617,-0.184204,-0.967102
1525807150788787,-0.0432739,0.170471,-0.183777,-0.967102
1525807150811804,-0.0423584,0.171265,-0.183289,-0.967102
1525807150829805,-0.043335,0.171204,-0.183289,-0.967102
1525807150848804,-0.045166,0.17041,-0.183594,-0.967102
1525807150871877,-0.0464478,0.169495,-0.183777,-0.967163
1525807150896850,-0.0461426,0.169189,-0.183777,-0.967224
1525807150908877,-0.0455933,0.168823,-0.18396,-0.967285
1525807150931912,-0.0459595,0.167908,-0.184143,-0.967407
1525807150949881,-0.0463867,0.167725,-0.183655,-0.967468
1525807150970861,-0.045166,0.168335,-0.1828,-0.96759
1525807150991934,-0.0422974,0.169189,-0.182373,-0.967651
1525807151009898,-0.0421753,0.169495,-0.182312,-0.967651
1525807151030912,-0.0438843,0.168945,-0.182861,-0.967529
1525807151051969,-0.0454712,0.168518,-0.183289,-0.967468
1525807151069916,-0.0457764,0.168396,-0.183594,-0.967407
1525807151090917,-0.0447998,0.168823,-0.183838,-0.967346
1525807151111971,-0.0438843,0.168335,-0.184021,-0.967468
1525807151130001,-0.0452881,0.167175,-0.184509,-0.967468
1525807151151978,-0.0470581,0.166443,-0.184631,-0.967468
1525807151171982,-0.0465698,0.167053,-0.184326,-0.967468
1525807151188987,-0.043457,0.168518,-0.18396,-0.967468
1525807151218034,-0.0420532,0.169495,-0.183777,-0.967346
1525807151232020,-0.0435181,0.16925,-0.184082,-0.967285
1525807151249053,-0.0457153,0.168457,-0.184509,-0.967224
1525807151270019,-0.0469971,0.167969,-0.184692,-0.967224
