timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1525807144407665,-1,-1,3,3,1,-9,2,-1
1525807144407665,-1,-3,0,-7,-9,0,-2,0
1525807144422637,0,1,1,-4,-4,-7,0,-2
1525807144422637,4,5,4,19,9,5,8,3
1525807144422637,-2,-4,-9,-19,-5,7,-8,-3
1525807144422637,-2,-2,0,2,2,0,1,0
1525807144444669,-2,-1,-1,-8,-2,19,3,0
1525807144444669,3,6,5,4,0,-27,7,-1
1525807144445668,-2,-4,1,1,6,18,-2,2
1525807144445668,-1,-1,-1,5,3,-14,-12,-4
1525807144467664,0,0,1,4,-3,-2,-1,-3
1525807144467664,-1,1,0,-6,-5,4,-3,3
1525807144467664,0,-1,-5,-2,-4,-11,16,1
1525807144467664,-1,0,1,0,2,6,12,3
1525807144482636,-2,-2,-3,-3,-1,3,-18,-8
1525807144482636,1,-1,0,3,6,13,12,1
1525807144482636,2,-1,2,-12,-16,-11,-7,-3
1525807144482636,0,0,-4,10,12,-2,7,2
1525807144504651,0,0,2,-2,-4,-4,-1,-1
1525807144504651,2,3,2,8,7,15,-4,0
1525807144505636,0,-1,-1,-1,0,-25,-9,-2
1525807144505636,1,2,4,-8,-14,-5,6,2
1525807144527653,0,-3,-7,-2,3,3,0,1
1525807144527653,-1,-1,-1,-7,-5,-8,-4,-3
1525807144527653,-2,-4,-2,2,-1,2,-10,-2
1525807144527653,-6,0,1,5,4,-7,-9,-2
1525807144542655,3,5,5,11,10,26,22,11
1525807144542655,-1,-4,-6,-8,-1,-8,-1,-3
1525807144542655,-2,-1,-2,-2,-8,-11,0,-3
1525807144542655,1,0,-3,-3,-2,20,1,-1
1525807144563662,1,3,5,4,6,3,0,5
1525807144563662,1,2,6,12,6,-8,4,0
1525807144572702,-2,-3,-7,-2,5,8,-9,-4
1525807144572702,2,0,2,-7,-8,-12,0,0
1525807144587656,-2,0,-1,-5,-5,-11,1,-4
1525807144587656,1,-1,-2,3,3,4,6,3
1525807144587656,-2,0,3,-4,0,-3,1,-2
1525807144587656,-2,-1,2,24,8,-12,-7,-3
1525807144609651,-4,-3,-10,-16,-13,-30,-7,-4
1525807144609651,0,-1,-1,-11,-3,12,2,-1
1525807144610648,0,-1,2,14,6,0,-8,0
1525807144610648,1,-3,-4,-16,-7,1,-3,1
1525807144623668,1,1,3,7,-1,-4,0,-4
1525807144623668,-3,1,4,13,9,0,-13,-3
1525807144632650,-2,-5,-11,-3,6,7,8,5
1525807144632650,-2,-3,2,9,-2,-13,-7,-5
1525807144647660,2,4,1,-21,-6,12,-1,2
1525807144647660,2,3,3,12,3,5,2,1
1525807144647660,0,-1,-5,-22,-5,6,6,1
1525807144647660,-2,-3,2,10,8,7,0,-4
1525807144669704,-9,-15,-10,-18,-16,-5,-11,-8
1525807144669704,6,9,2,27,14,-2,5,4
1525807144670656,-2,-3,4,-7,-2,-7,1,-5
1525807144670656,-3,-8,-14,-17,-3,4,-6,-2
1525807144692725,4,6,7,14,6,16,11,5
1525807144692725,-7,-11,-9,-24,-12,0,-7,-4
1525807144693719,1,2,4,11,1,0,0,-1
1525807144693719,-3,-1,-2,-9,-7,-9,-12,-4
1525807144707710,-1,-4,-2,7,8,29,9,1
1525807144707710,0,-1,0,-7,-3,-1,-15,-1
1525807144707710,1,2,1,6,6,10,11,-1
1525807144707710,1,0,4,-3,-6,-15,2,1
1525807144729777,2,3,2,11,8,1,3,3
1525807144729777,1,1,-4,-17,1,18,3,2
1525807144730729,2,4,4,12,3,-13,-2,2
1525807144730729,-1,1,-2,-1,-4,-11,-5,-5
1525807144752777,-2,1,-1,-7,-5,0,-10,-1
1525807144752777,0,1,1,8,7,-15,5,-2
1525807144753722,-1,0,1,10,-1,6,1,-2
1525807144753722,3,4,4,-17,-10,-11,-4,0
1525807144775742,-2,-3,-10,1,14,-7,2,-2
1525807144775742,-2,-3,3,-1,-11,2,2,-1
1525807144775742,-1,0,-4,-16,-4,-3,0,0
1525807144775742,3,3,4,10,3,2,6,3
1525807144789710,-3,-3,-1,-11,-6,7,-1,-3
1525807144789710,0,0,2,1,0,2,-2,2
1525807144790710,0,0,1,6,3,-5,5,2
1525807144790710,-1,-1,-2,-3,6,23,-11,-1
1525807144812774,0,2,4,7,1,-11,21,3
1525807144812774,-1,-1,-2,-3,-3,-14,-7,-2
1525807144813763,1,0,2,0,-5,1,-1,0
1525807144813763,-2,-2,-3,-1,-4,-8,7,1
1525807144826769,1,0,0,1,-4,0,-12,-1
1525807144826769,-1,-1,-2,-3,-3,0,-5,-1
1525807144827780,-2,0,8,3,-11,-32,-2,-3
1525807144827780,-1,-2,-8,3,10,25,7,5
1525807144849805,0,1,5,-1,-7,5,-8,-3
1525807144849805,-3,-2,-2,-1,-10,-35,9,-1
1525807144850803,-3,-7,-19,-11,7,-3,-20,-7
1525807144850803,-1,2,0,-1,-7,13,7,0
1525807144872795,-1,-1,0,0,-3,-2,6,-1
1525807144872795,-3,-2,-5,-14,-4,1,-14,-2
1525807144873761,0,2,1,-3,-7,-12,6,2
1525807144873761,-3,-3,2,-2,-5,-17,-8,-4
1525807144886779,1,-1,-3,4,3,-11,8,0
1525807144886779,0,0,4,6,0,17,9,-1
1525807144887761,0,-2,-5,-10,-4,1,-3,0
1525807144887761,-2,-1,-2,-2,2,6,-13,-4
1525807144909793,1,1,4,-5,-3,-6,-4,-3
1525807144909793,-2,-5,-10,13,20,11,2,3
1525807144910794,0,1,1,-14,-7,8,4,-1
1525807144910794,0,2,3,4,4,-6,1,0
1525807144932827,-1,-3,0,5,-4,19,7,1
1525807144932827,-3,-4,-4,-10,4,1,-4,-5
1525807144933789,8,9,7,13,12,15,4,4
1525807144933789,2,4,3,-2,1,2,0,3
1525807144946827,-2,-1,-2,17,8,-14,0,-3
1525807144946827,1,0,-1,-30,-21,0,-16,-3
1525807144947764,-3,-2,0,16,17,11,-1,0
1525807144947764,-2,-2,-1,-2,-7,-2,2,1
1525807144969829,-5,-11,-9,-8,-2,-3,0,0
1525807144969829,5,8,11,10,2,2,9,3
1525807144970809,-7,-11,-9,-15,-9,4,-1,-2
1525807144970809,-1,-3,0,17,-1,-6,3,-4
1525807144992793,-2,-3,-2,-11,3,6,-9,-2
1525807144992793,-3,-5,-8,-7,-4,-1,1,-1
1525807144993793,2,1,4,5,2,14,-4,0
1525807144993793,-4,-6,3,2,-3,-6,8,-1
1525807145006794,0,1,0,14,8,3,-3,-1
1525807145006794,-1,0,-2,0,-1,-4,-2,-2
1525807145007761,0,2,0,7,2,13,1,1
1525807145007761,3,3,-3,-13,-3,-3,2,4
1525807145029796,2,4,2,-5,-4,-10,-2,2
1525807145029796,-1,-1,-2,-7,3,37,6,3
1525807145030795,-5,-4,1,12,-2,-18,-5,-4
1525807145030795,1,0,-1,-2,3,10,1,-1
1525807145052797,-2,0,-7,-21,-4,-17,-7,-3
1525807145052797,0,-6,-4,11,-3,-4,7,2
1525807145053777,-2,0,-1,0,-4,1,-6,-3
1525807145053777,1,-1,0,-1,-6,-22,-14,-1
1525807145066828,3,3,5,6,4,-3,15,4
1525807145066828,-3,1,-1,1,7,-2,-4,-3
1525807145067789,-1,0,0,-4,-7,-2,1,-3
1525807145067789,1,2,3,3,7,-6,-4,0
1525807145089794,-2,-1,2,0,-6,4,3,1
1525807145089794,1,1,1,0,-6,-18,0,0
1525807145090794,0,-2,-3,-4,-7,0,-2,-2
1525807145090794,0,-2,-2,-12,-2,22,0,1
1525807145112776,-1,2,1,13,9,5,2,2
1525807145112776,-1,-1,3,6,-4,4,1,0
1525807145113797,0,-3,0,5,-8,-9,3,1
1525807145113797,1,-3,-20,-47,-4,4,0,0
1525807145126793,1,-1,2,2,-5,-5,-3,-3
1525807145126793,-1,0,-1,0,-1,-11,-8,-4
1525807145134774,0,1,2,-1,1,-21,-1,1
1525807145134774,-1,0,5,13,5,8,9,1
1525807145149795,1,-1,4,10,2,10,-8,-2
1525807145149795,-2,-4,-7,-19,-4,-1,10,-1
1525807145150782,1,-1,-1,-7,1,2,-3,0
1525807145150782,-2,-2,2,14,4,2,-5,-3
1525807145172830,0,-2,-5,-3,2,8,0,0
1525807145172830,-1,-1,6,5,-4,-1,-9,-1
1525807145173815,-1,-1,-6,-2,7,-3,-9,-2
1525807145173815,-2,-1,-2,-2,1,4,6,0
1525807145186847,2,3,3,13,2,5,1,0
1525807145186847,-2,-3,-11,-25,-3,-2,0,-1
1525807145187815,1,-2,-6,-11,-1,5,10,1
1525807145187815,-1,0,2,-1,-11,-22,-4,0
1525807145209879,-4,-3,1,-1,2,-4,-16,-4
1525807145209879,-1,0,5,6,-2,-11,3,2
1525807145216882,1,6,0,12,14,8,-12,-3
1525807145216882,1,0,-2,-3,-2,8,9,-3
1525807145232846,-1,-1,-3,-5,-9,-18,12,13
1525807145232846,-1,1,6,13,1,-15,4,-1
1525807145233826,-8,-9,-2,-27,-25,-7,-15,-7
1525807145233826,8,11,4,30,29,-5,-2,6
1525807145246846,3,3,-5,-23,-3,21,6,-1
1525807145246846,-3,-3,0,7,2,-1,1,-3
1525807145254842,-1,-1,3,8,-3,-7,5,0
1525807145254842,-4,-7,-7,-23,-15,14,5,-2
1525807145269939,-8,-9,2,12,-7,-19,-15,-10
1525807145269939,15,20,3,4,25,25,7,10
1525807145270928,-2,-3,0,0,-2,6,12,1
1525807145270928,-1,-1,1,2,-2,7,-2,-1
1525807145292903,-2,-4,-1,0,-2,1,-6,-3
1525807145292903,-4,-8,-2,-4,-12,-4,-4,-4
1525807145293903,2,4,4,10,7,18,4,0
1525807145293903,-1,-2,1,5,4,-10,6,1
1525807145306903,1,1,-5,-10,0,-1,-2,0
1525807145306903,-2,-1,0,5,-6,4,-5,-2
1525807145314904,2,3,-4,-2,10,6,9,4
1525807145314904,-1,-2,-1,2,-2,3,-4,-1
1525807145329939,1,0,-3,-2,0,5,0,-3
1525807145329939,-1,-1,-2,-2,-4,-15,-4,-3
1525807145330918,-3,-3,0,3,-6,-15,-12,-2
1525807145330918,-1,0,-1,-12,-5,10,15,-4
1525807145352937,2,3,2,12,12,-9,-7,8
1525807145352937,-2,0,3,3,1,13,4,1
1525807145353909,-4,-3,-4,-8,-4,-16,0,-1
1525807145353909,0,0,0,4,1,-3,-9,-5
1525807145366902,0,0,0,-3,-3,-5,0,-2
1525807145366902,0,-3,-1,0,0,-1,0,-1
1525807145374939,-1,0,2,1,1,2,-6,-2
1525807145374939,-1,0,-3,2,-5,10,1,2
1525807145389903,1,0,-4,-4,3,18,2,0
1525807145389903,-1,-2,2,0,-4,0,-5,-1
1525807145390897,2,0,1,-3,-1,-4,2,-2
1525807145390897,-2,-4,-1,0,-3,-4,-6,-2
1525807145412938,0,1,0,-2,-4,-4,-2,-1
1525807145412938,-2,-4,-8,-1,3,-7,-1,-3
1525807145413910,0,-1,0,-1,-4,4,5,1
1525807145413910,1,2,-3,-1,7,-3,-1,5
1525807145426937,-3,-3,2,0,-3,13,5,-2
1525807145426937,-2,-1,1,2,7,-6,-19,-5
1525807145434884,-4,-4,-5,2,-7,-4,6,-1
1525807145434884,1,1,-1,-20,-11,-31,-11,2
1525807145449875,1,1,3,8,6,19,14,1
1525807145449875,-2,-1,0,5,1,16,2,0
1525807145450886,1,0,2,12,5,3,3,1
1525807145450886,-3,-1,4,-2,3,0,-13,-4
1525807145472903,-2,-2,-7,-16,-10,-17,-6,-1
1525807145472903,2,3,2,-13,-7,1,17,2
1525807145473904,0,-1,2,17,12,-7,-24,-5
1525807145473904,-2,-2,2,9,-6,-3,12,-1
1525807145486903,-1,-3,3,-1,-6,-4,-12,-5
1525807145486903,4,6,6,-9,-2,10,7,6
1525807145494903,-2,-5,-12,20,25,8,4,0
1525807145494903,0,0,0,-2,3,12,-6,-1
1525807145509941,1,-1,4,2,3,-11,-2,-2
1525807145509941,-2,-4,0,-7,-11,-10,-3,-3
1525807145510902,1,1,2,-18,-10,2,2,1
1525807145510902,0,0,3,30,5,-7,4,-1
1525807145532940,1,-1,-16,-58,-11,5,-1,2
1525807145532940,-7,-1,0,18,4,-14,-2,-5
1525807145533912,5,0,-1,-6,-8,4,0,3
1525807145533912,-1,0,3,1,-7,-10,-2,1
1525807145546973,-4,-5,3,-5,-13,4,-1,-4
1525807145546973,1,-1,-6,18,23,12,7,1
1525807145555015,0,-2,-2,-13,-6,-13,-3,-1
1525807145555015,-1,-1,-1,-1,-4,0,1,-1
1525807145569978,0,2,1,8,-1,0,2,1
1525807145569978,-1,-3,-4,-13,-10,4,9,-4
1525807145570975,-2,-1,2,3,-2,-12,-22,-4
1525807145570975,1,-2,-3,-8,-2,7,0,0
1525807145592980,-2,-3,-1,10,5,-2,2,-2
1525807145592980,-1,-2,-1,1,4,9,-4,1
1525807145593979,-1,3,2,-6,-4,2,16,3
1525807145593979,-2,-2,-5,-7,-8,-17,-10,-5
1525807145614979,2,2,3,20,15,5,-1,1
1525807145614979,1,0,5,-5,-4,3,1,1
1525807145615950,0,-1,-7,-7,-5,-6,0,0
1525807145615950,-2,-4,-8,-5,7,5,-1,-1
1525807145629978,-3,-2,-3,-7,-4,17,5,2
1525807145629978,0,-1,4,16,13,1,-2,1
1525807145629978,1,-1,0,-1,6,6,2,2
1525807145629978,-1,1,6,4,3,8,-2,-3
1525807145652979,0,-1,-4,-7,-9,-7,-5,-2
1525807145652979,-2,-3,-3,-8,-21,-51,-8,-1
1525807145653979,0,3,3,1,14,29,-5,0
1525807145653979,-2,-4,1,8,2,-14,8,0
1525807145674955,2,1,4,9,1,-7,1,1
1525807145674955,-1,-3,-7,-14,-7,7,-3,0
1525807145675948,-1,0,4,9,-7,-2,6,-1
1525807145675948,-1,-1,-2,-6,0,-12,-5,0
1525807145697946,0,1,3,7,-2,-4,1,-1
1525807145697946,1,0,-4,-5,2,1,-4,-1
1525807145699013,-1,-2,1,-4,-4,-1,3,1
1525807145699013,1,1,3,12,0,16,-6,-5
1525807145713093,1,0,-3,4,3,-7,16,1
1525807145713093,1,-1,1,-7,-3,17,-19,-2
1525807145714094,-3,-2,-1,-1,2,-19,-1,-4
1525807145714094,1,2,3,-3,-3,-1,-2,0
1525807145735060,0,2,1,0,1,8,0,1
1525807145735060,2,3,0,7,4,2,2,1
1525807145736027,4,4,-2,-8,-2,9,7,1
1525807145736027,0,-3,1,4,-3,-1,-5,0
1525807145750094,-3,-3,-4,-16,1,-9,-8,-1
1525807145750094,-2,-2,1,19,2,2,0,-2
1525807145750094,-3,-1,1,4,-6,-10,-7,-3
1525807145750094,0,0,-2,3,11,6,8,-2
1525807145773059,0,-4,0,1,-4,-1,-13,1
1525807145773059,-3,-3,1,3,7,6,15,0
1525807145774060,0,-1,-3,-11,-3,9,-7,0
1525807145774060,-1,0,-4,-8,-3,-5,3,-1
1525807145796031,0,-1,1,-1,0,-18,1,-1
1525807145796031,-1,-2,-1,-5,-5,-4,-7,-2
1525807145797028,-1,-2,-2,1,-1,-6,1,-1
1525807145797028,0,0,-1,-4,1,18,10,5
1525807145810027,0,0,0,4,6,9,-10,-5
1525807145810027,-1,-2,-2,-3,-13,-27,-10,-2
1525807145810027,0,0,3,3,-4,-10,-2,-2
1525807145810027,-2,-1,-5,-6,-6,-12,-4,0
1525807145833094,1,0,-1,6,5,-2,5,1
1525807145833094,-1,0,2,0,4,13,0,1
1525807145834061,-4,-3,1,2,-4,7,-1,-1
1525807145834061,1,-2,-4,-9,-7,-32,-6,0
1525807145863094,-2,-1,1,2,1,29,3,-2
1525807145863094,0,-1,1,1,-10,-19,-6,1
1525807145864057,2,2,7,17,9,11,13,3
1525807145864057,-2,-2,-7,-12,-4,8,8,2
1525807145870095,-2,-2,-9,1,-5,-11,-6,-4
1525807145870095,1,-2,-1,-10,-2,6,-11,-2
1525807145870095,1,-1,1,-8,-6,14,4,-1
1525807145870095,0,-1,0,8,8,14,-4,0
1525807145902030,0,1,2,-4,-5,-3,7,1
1525807145902030,-1,-1,-2,-1,0,11,6,-1
1525807145903060,0,0,-6,-11,-11,-44,-8,-3
1525807145903060,1,1,2,0,4,37,-2,2
1525807145915094,1,1,3,4,-1,-35,-5,0
1525807145915094,-1,-1,-1,3,-1,-14,3,1
1525807145917028,-2,-2,-3,-5,4,10,-2,-2
1525807145917028,-1,-1,2,-7,-8,-13,4,0
1525807145929093,-3,-2,0,7,7,10,-15,-3
1525807145929093,1,0,0,5,3,2,3,0
1525807145938029,-1,-1,-7,-15,-3,-4,-1,-1
1525807145938029,0,0,3,0,-8,-9,-3,-1
1525807145953060,1,0,-1,-1,7,9,7,1
1525807145953060,-3,-2,2,3,-4,3,-3,-4
1525807145954066,3,3,-7,-18,-5,10,2,4
1525807145954066,-2,-3,-4,-5,-3,-9,7,0
1525807145975095,-2,-3,5,19,0,-14,-7,-4
1525807145975095,-2,-2,-6,-10,-2,-1,3,0
1525807145977046,-1,-2,8,15,-17,-21,-2,-3
1525807145977046,3,0,-7,-14,15,6,-1,1
1525807145989060,0,-2,0,8,-3,2,-3,-2
1525807145989060,-4,-4,-2,-6,-1,15,9,1
1525807145998030,-3,-2,2,8,4,2,-8,-6
1525807145998030,2,1,3,6,-6,1,-5,3
1525807146013061,-2,-1,2,-7,-12,-21,-1,0
1525807146013061,0,-5,-8,-22,0,0,2,-3
1525807146014030,0,2,3,7,12,10,1,1
1525807146014030,-4,-3,0,4,-3,11,3,-5
